Date,Close
2016-07-08,7137.21
2016-07-11,7253.47
2016-07-12,7292.57
2016-07-13,7269.29
2016-07-14,7290.3
2016-07-15,7335.11
2016-07-18,7326.62
2016-07-19,7378.13
2016-07-20,7442.08
2016-07-21,7422.63
2016-07-22,7466.85
2016-07-25,7549.49
2016-07-26,7471.16
2016-07-27,7512.95
2016-07-28,7551.39
2016-07-29,7638.34
2016-08-01,7654.03
2016-08-02,7618.98
2016-08-03,7516.73
2016-08-04,7560.24
2016-08-05,7784.96
2016-08-08,7872.24
2016-08-09,7815.14
2016-08-10,7692.72
2016-08-11,7671.73
2016-08-12,7711.09
2016-08-16,7737.52
2016-08-17,7762.9
2016-08-18,7806.56
2016-08-19,7790.41
2016-08-22,7723.86
2016-08-23,7682.06
2016-08-24,7718.45
2016-08-25,7697.25
2016-08-26,7727.67
2016-08-29,7814.19
2016-08-30,7936.95
2016-08-31,7951.11
2016-09-01,7926.31
2016-09-02,7999.98
2016-09-06,8131.39
2016-09-07,8122.01
2016-09-08,8185.87
2016-09-09,8119.83
2016-09-12,7902.77
2016-09-14,7947.04
2016-09-15,7945.84
2016-09-16,8020.62
2016-09-19,8058.88
2016-09-20,8009.69
2016-09-21,8025.36
2016-09-22,8142.33
2016-09-23,8157.87
2016-09-26,8101.79
2016-09-27,8060.8
2016-09-28,8145.31
2016-09-29,7952.79
2016-09-30,8064.65
2016-10-03,8257.3
2016-10-04,8291.0
2016-10-05,8312.94
2016-10-06,8347.18
2016-10-07,8350.28
2016-10-10,8322.31
2016-10-13,8209.44
2016-10-14,8257.64
2016-10-17,8109.49
2016-10-18,8234.36
2016-10-19,8233.38
2016-10-20,8248.59
2016-10-21,8264.45
2016-10-24,8307.96
2016-10-25,8308.25
2016-10-26,8256.54
2016-10-27,8160.31
2016-10-28,8250.72
2016-10-30,8256.6
2016-11-01,8307.07
2016-11-02,8204.7
2016-11-03,8138.7
2016-11-04,8065.96
2016-11-07,8121.91
2016-11-08,8199.45
2016-11-09,8047.97
2016-11-10,8068.01
2016-11-11,7752.2
2016-11-15,7488.75
2016-11-16,7517.55
2016-11-17,7493.39
2016-11-18,7566.96
2016-11-21,7348.36
2016-11-22,7467.45
2016-11-23,7484.62
2016-11-24,7408.29
2016-11-25,7460.99
2016-11-28,7513.81
2016-11-29,7615.44
2016-11-30,7681.55
2016-12-01,7616.6
2016-12-02,7511.77
2016-12-05,7580.4
2016-12-06,7593.79
2016-12-07,7645.97
2016-12-08,7803.78
2016-12-09,7768.93
2016-12-12,7644.66
2016-12-13,7710.05
2016-12-14,7671.44
2016-12-15,7660.31
2016-12-16,7654.61
2016-12-19,7637.64
2016-12-20,7564.57
2016-12-21,7575.74
2016-12-22,7511.2
2016-12-23,7538.1
2016-12-26,7426.61
2016-12-27,7548.5
2016-12-28,7544.43
2016-12-29,7645.29
2016-12-30,7702.23
2017-01-02,7811.16
2017-01-03,7849.74
2017-01-04,7837.92
2017-01-05,7976.86
2017-01-06,7958.49
2017-01-09,7929.79
2017-01-10,8015.45
2017-01-11,8077.22
2017-01-12,8069.02
2017-01-13,8028.83
2017-01-16,8040.41
2017-01-17,8005.73
2017-01-18,7996.84
2017-01-19,8065.86
2017-01-20,7974.46
2017-01-23,8018.18
2017-01-24,8153.07
2017-01-25,8283.31
2017-01-27,8335.8
2017-01-30,8296.1
2017-01-31,8187.39
2017-02-01,8431.8
2017-02-02,8379.91
2017-02-03,8349.06
2017-02-06,8425.75
2017-02-07,8380.3
2017-02-08,8436.15
2017-02-09,8485.23
2017-02-10,8456.78
2017-02-13,8466.77
2017-02-14,8406.95
2017-02-15,8271.28
2017-02-16,8381.25
2017-02-17,8394.35
2017-02-20,8452.65
2017-02-21,8480.2
2017-02-22,8533.0
2017-02-23,8511.69
2017-02-27,8487.49
2017-02-28,8471.87
2017-03-01,8484.93
2017-03-02,8433.87
2017-03-03,8454.7
2017-03-06,8558.94
2017-03-07,8556.74
2017-03-08,8495.53
2017-03-09,8489.34
2017-03-10,8487.36
2017-03-14,8596.3
2017-03-15,8648.06
2017-03-16,8729.23
2017-03-17,8697.66
2017-03-20,8687.3
2017-03-21,8654.69
2017-03-22,8567.69
2017-03-23,8637.68
2017-03-24,8649.34
2017-03-27,8580.54
2017-03-28,8627.37
2017-03-29,8619.6
2017-03-30,8673.24
2017-03-31,8736.75
2017-04-03,8783.39
2017-04-05,8870.81
2017-04-06,8902.83
2017-04-07,8897.36
2017-04-10,8933.57
2017-04-11,8932.82
2017-04-12,8904.87
2017-04-13,8909.84
2017-04-17,8930.94
2017-04-18,8871.07
2017-04-19,8911.04
2017-04-20,8963.77
2017-04-21,8948.12
2017-04-24,9039.82
2017-04-25,9150.77
2017-04-26,9171.25
2017-04-27,9161.58
2017-04-28,9182.82
2017-05-02,9227.21
2017-05-03,9200.43
2017-05-04,9184.16
2017-05-05,9110.37
2017-05-08,9125.97
2017-05-09,9146.36
2017-05-10,9263.31
2017-05-11,9331.36
2017-05-12,9339.71
2017-05-15,9377.49
2017-05-16,9450.08
2017-05-17,9459.0
2017-05-18,9281.61
2017-05-19,9232.47
2017-05-22,9158.22
2017-05-23,9109.26
2017-05-24,9086.56
2017-05-25,9237.62
2017-05-26,9384.82
2017-05-29,9368.63
2017-05-30,9416.9
2017-05-31,9482.79
2017-06-01,9496.15
2017-06-02,9535.17
2017-06-05,9569.04
2017-06-06,9513.24
2017-06-07,9571.78
2017-06-08,9532.83
2017-06-09,9574.42
2017-06-12,9532.66
2017-06-13,9503.94
2017-06-14,9519.68
2017-06-15,9457.64
2017-06-16,9480.63
2017-06-19,9534.42
2017-06-20,9531.8
2017-06-21,9481.38
2017-06-22,9445.34
2017-06-23,9308.19
2017-06-27,9255.81
2017-06-28,9234.58
2017-06-29,9243.36
2017-06-30,9247.03
2017-07-03,9360.51
2017-07-04,9350.14
2017-07-05,9423.88
2017-07-06,9439.76
2017-07-07,9457.93
2017-07-10,9507.0
2017-07-11,9543.91
2017-07-12,9595.32
2017-07-13,9639.17
2017-07-14,9636.34
2017-07-17,9682.99
2017-07-18,9657.49
2017-07-19,9715.12
2017-07-20,9669.51
2017-07-21,9690.12
2017-07-24,9720.72
2017-07-25,9714.8
2017-07-26,9775.85
2017-07-27,9714.07
2017-07-28,9732.89
2017-07-31,9789.67
2017-08-01,9923.86
2017-08-02,9928.4
2017-08-03,9927.41
2017-08-04,10038.48
2017-08-07,10118.47
2017-08-08,10040.96
2017-08-09,9891.18
2017-08-10,9653.24
2017-08-11,9565.9
2017-08-14,9713.9
2017-08-16,9826.58
2017-08-17,9791.38
2017-08-18,9806.24
2017-08-21,9697.13
2017-08-22,9673.33
2017-08-23,9746.78
2017-08-24,9741.22
2017-08-28,9785.13
2017-08-29,9691.5
2017-08-30,9820.84
2017-08-31,9872.88
2017-09-01,10004.32
2017-09-04,9906.56
2017-09-05,9966.31
2017-09-06,9951.13
2017-09-07,10014.12
2017-09-08,9956.74
2017-09-11,10012.99
2017-09-12,10145.38
2017-09-13,10064.4
2017-09-14,10074.07
2017-09-15,10082.61
2017-09-18,10173.62
2017-09-19,10219.04
2017-09-20,10182.2
2017-09-21,10123.32
2017-09-22,9959.37
2017-09-25,9850.66
2017-09-26,9844.02
2017-09-27,9685.4
2017-09-28,9697.69
2017-09-29,9827.87
2017-10-03,9922.67
2017-10-04,9973.21
2017-10-05,9961.96
2017-10-06,10059.15
2017-10-09,10051.29
2017-10-10,10091.3
2017-10-11,10075.29
2017-10-12,10185.19
2017-10-13,10192.92
2017-10-16,10293.06
2017-10-17,10314.11
2017-10-18,10301.45
2017-10-19,10252.38
2017-10-23,10280.38
2017-10-24,10262.34
2017-10-25,10331.8
2017-10-26,10403.1
2017-10-27,10450.35
2017-10-30,10535.93
2017-10-31,10499.56
2017-11-01,10487.86
2017-11-02,10432.34
2017-11-03,10427.22
2017-11-06,10502.69
2017-11-07,10387.23
2017-11-08,10320.97
2017-11-09,10327.53
2017-11-10,10303.46
2017-11-13,10251.98
2017-11-14,10260.44
2017-11-15,10218.58
2017-11-16,10240.12
2017-11-17,10295.5
2017-11-20,10319.03
2017-11-21,10375.56
2017-11-22,10408.16
2017-11-23,10384.06
2017-11-24,10436.62
2017-11-27,10452.41
2017-11-28,10437.29
2017-11-29,10460.37
2017-11-30,10355.7
2017-12-01,10222.28
2017-12-04,10214.78
2017-12-05,10190.94
2017-12-06,10105.67
2017-12-07,10282.15
2017-12-08,10378.27
2017-12-11,10420.54
2017-12-12,10353.95
2017-12-13,10302.38
2017-12-14,10347.55
2017-12-15,10491.14
2017-12-18,10599.73
2017-12-19,10850.77
2017-12-20,10811.46
2017-12-21,10747.79
2017-12-22,10792.4
2017-12-26,10833.27
2017-12-27,10773.09
2017-12-28,10735.02
2017-12-29,10822.5
2018-01-01,10725.61
2018-01-02,10713.21
2018-01-03,10711.76
2018-01-04,10720.33
2018-01-05,10802.47
2018-01-08,10848.03
2018-01-09,10822.92
2018-01-10,10796.23
2018-01-11,10792.38
2018-01-12,10821.65
2018-01-15,10734.52
2018-01-16,10586.0
2018-01-17,10649.5
2018-01-18,10566.66
2018-01-19,10642.68
2018-01-22,10666.53
2018-01-23,10700.05
2018-01-24,10680.63
2018-01-25,10557.09
2018-01-29,10618.78
2018-01-30,10599.92
2018-01-31,10599.31
2018-02-01,10658.64
2018-02-02,10311.96
2018-02-05,10347.83
2018-02-06,10188.71
2018-02-07,10274.68
2018-02-08,10395.16
2018-02-09,10303.92
2018-02-12,10400.7
2018-02-14,10417.88
2018-02-15,10406.44
2018-02-16,10238.16
2018-02-19,10118.72
2018-02-20,10104.11
2018-02-21,10100.85
2018-02-22,10043.67
2018-02-23,10117.88
2018-02-26,10283.2
2018-02-27,10289.65
2018-02-28,10298.18
2018-03-01,10271.91
2018-03-05,10108.52
2018-03-06,10007.94
2018-03-07,9917.35
2018-03-08,10033.41
2018-03-09,10030.38
2018-03-12,10157.47
2018-03-13,10218.95
2018-03-14,10176.04
2018-03-15,10144.4
2018-03-16,9964.84
2018-03-19,9838.63
2018-03-20,9886.86
2018-03-21,9868.92
2018-03-22,9792.41
2018-03-23,9725.62
2018-03-26,9845.28
2018-03-27,9900.85
2018-03-28,9873.79
2018-04-02,10055.25
2018-04-03,10146.43
2018-04-04,10161.65
2018-04-05,10348.78
2018-04-06,10403.2
2018-04-09,10448.01
2018-04-10,10399.18
2018-04-11,10393.27
2018-04-12,10410.93
2018-04-13,10436.15
2018-04-16,10486.46
2018-04-17,10487.45
2018-04-18,10428.42
2018-04-19,10439.36
2018-04-20,10433.64
2018-04-23,10481.07
2018-04-24,10528.92
2018-04-25,10506.0
2018-04-26,10536.41
2018-04-27,10610.73
2018-04-30,10609.31
2018-05-02,10503.61
2018-05-03,10416.14
2018-05-04,10332.02
2018-05-07,10475.18
2018-05-08,10462.73
2018-05-09,10434.59
2018-05-10,10367.63
2018-05-11,10417.87
2018-05-14,10357.28
2018-05-15,10289.02
2018-05-16,10245.15
2018-05-17,10215.06
2018-05-18,10058.04
2018-05-21,9863.18
2018-05-22,9974.03
2018-05-23,9887.37
2018-05-24,9751.93
2018-05-25,9935.71
2018-05-28,10075.41
2018-05-29,10100.51
