Date,Close
2016-07-08,10555.49
2016-07-11,10662.96
2016-07-12,10685.17
2016-07-13,10658.06
2016-07-14,10686.5
2016-07-15,10644.97
2016-07-18,10602.24
2016-07-19,10597.19
2016-07-20,10702.87
2016-07-21,10686.74
2016-07-22,10705.77
2016-07-25,10771.94
2016-07-26,10697.91
2016-07-27,10717.19
2016-07-28,10832.65
2016-07-29,10909.01
2016-08-01,10909.26
2016-08-02,10920.05
2016-08-03,10815.88
2016-08-04,10829.19
2016-08-05,11020.84
2016-08-08,11135.96
2016-08-09,11044.93
2016-08-10,10862.72
2016-08-11,10972.06
2016-08-12,10992.26
2016-08-16,11006.15
2016-08-17,11048.89
2016-08-18,11107.45
2016-08-19,11149.75
2016-08-22,11106.26
2016-08-23,11062.34
2016-08-24,11127.34
2016-08-25,11098.49
2016-08-26,11088.96
2016-08-29,11058.09
2016-08-30,11194.1
2016-08-31,11218.62
2016-09-01,11190.96
2016-09-02,11222.96
2016-09-06,11381.77
2016-09-07,11380.58
2016-09-08,11494.76
2016-09-09,11401.53
2016-09-12,11198.12
2016-09-14,11301.6
2016-09-15,11316.84
2016-09-16,11373.5
2016-09-19,11373.8
2016-09-20,11353.7
2016-09-21,11379.25
2016-09-22,11467.3
2016-09-23,11448.46
2016-09-26,11381.94
2016-09-27,11423.35
2016-09-28,11518.97
2016-09-29,11193.85
2016-09-30,11321.51
2016-10-03,11602.91
2016-10-04,11674.41
2016-10-05,11668.45
2016-10-06,11656.94
2016-10-07,11606.11
2016-10-10,11624.23
2016-10-13,11544.55
2016-10-14,11598.91
2016-10-17,11524.54
2016-10-18,11688.02
2016-10-19,11661.76
2016-10-20,11633.23
2016-10-21,11661.98
2016-10-24,11645.41
2016-10-25,11679.24
2016-10-26,11633.43
2016-10-27,11474.33
2016-10-28,11576.9
2016-10-30,11607.8
2016-11-01,11561.53
2016-11-02,11373.59
2016-11-03,11298.94
2016-11-04,11155.47
2016-11-07,11221.75
2016-11-08,11237.0
2016-11-09,11007.25
2016-11-10,11071.16
2016-11-11,10553.9
2016-11-15,10020.43
2016-11-16,10175.46
2016-11-17,10130.6
2016-11-18,10134.83
2016-11-21,9855.87
2016-11-22,10020.65
2016-11-23,10121.78
2016-11-24,10060.94
2016-11-25,10221.34
2016-11-28,10267.14
2016-11-29,10429.66
2016-11-30,10564.7
2016-12-01,10480.97
2016-12-02,10332.1
2016-12-05,10423.06
2016-12-06,10436.93
2016-12-07,10417.06
2016-12-08,10582.41
2016-12-09,10562.49
2016-12-12,10352.06
2016-12-13,10321.15
2016-12-14,10295.31
2016-12-15,10291.78
2016-12-16,10285.02
2016-12-19,10214.58
2016-12-20,10067.6
2016-12-21,10032.32
2016-12-22,9938.0
2016-12-23,9881.2
2016-12-26,9656.51
2016-12-27,9810.41
2016-12-28,9896.75
2016-12-29,9998.04
2016-12-30,10084.73
2017-01-02,10155.9
2017-01-03,10220.97
2017-01-04,10209.18
2017-01-05,10355.48
2017-01-06,10366.19
2017-01-09,10389.06
2017-01-10,10430.55
2017-01-11,10544.48
2017-01-12,10540.64
2017-01-13,10512.43
2017-01-16,10572.96
2017-01-17,10588.4
2017-01-18,10655.15
2017-01-19,10691.21
2017-01-20,10601.43
2017-01-23,10654.88
2017-01-24,10765.35
2017-01-25,10957.06
2017-01-27,11028.55
2017-01-30,11040.41
2017-01-31,10983.96
2017-02-01,11192.34
2017-02-02,11233.77
2017-02-03,11337.41
2017-02-06,11479.04
2017-02-07,11481.65
2017-02-08,11462.94
2017-02-09,11498.44
2017-02-10,11536.32
2017-02-13,11501.73
2017-02-14,11465.88
2017-02-15,11363.67
2017-02-16,11524.46
2017-02-17,11535.97
2017-02-20,11574.22
2017-02-21,11621.54
2017-02-22,11577.51
2017-02-23,11572.24
2017-02-27,11602.42
2017-02-28,11646.2
2017-03-01,11648.06
2017-03-02,11554.29
2017-03-03,11570.43
2017-03-06,11635.4
2017-03-07,11617.01
2017-03-08,11633.63
2017-03-09,11657.52
2017-03-10,11635.02
2017-03-14,11831.41
2017-03-15,11889.89
2017-03-16,12009.05
2017-03-17,12008.49
2017-03-20,12042.66
2017-03-21,11949.62
2017-03-22,11817.12
2017-03-23,11935.28
2017-03-24,11938.62
2017-03-27,11946.67
2017-03-28,12035.14
2017-03-29,12090.79
2017-03-30,12118.74
2017-03-31,12177.93
2017-04-03,12233.08
2017-04-05,12315.23
2017-04-06,12304.52
2017-04-07,12300.8
2017-04-10,12406.41
2017-04-11,12576.72
2017-04-12,12574.93
2017-04-13,12549.92
2017-04-17,12532.6
