Date,Close
2016-07-08,5560.09
2016-07-11,5665.61
2016-07-12,5678.63
2016-07-13,5714.97
2016-07-14,5776.34
2016-07-15,5695.2
2016-07-18,5664.33
2016-07-19,5730.91
2016-07-20,5772.41
2016-07-21,5768.02
2016-07-22,5822.76
2016-07-25,5899.87
2016-07-26,5876.7
2016-07-27,5927.06
2016-07-28,5985.3
2016-07-29,5980.16
2016-08-01,6124.44
2016-08-02,6077.76
2016-08-03,5967.22
2016-08-04,6013.93
2016-08-05,6064.42
2016-08-08,6073.8
2016-08-09,6069.38
2016-08-10,6073.32
2016-08-11,6119.21
2016-08-12,6194.55
2016-08-16,6119.2
2016-08-17,6051.84
2016-08-18,6069.84
2016-08-19,6041.21
2016-08-22,5935.51
2016-08-23,6007.99
2016-08-24,5963.45
2016-08-25,5909.62
2016-08-26,5910.34
2016-08-29,5923.59
2016-08-30,6003.77
2016-08-31,5980.0
2016-09-01,5979.99
2016-09-02,6013.51
2016-09-06,6084.9
2016-09-07,6017.51
2016-09-08,5862.38
2016-09-09,5859.61
2016-09-12,5776.43
2016-09-14,5766.6
2016-09-15,5746.27
2016-09-16,5770.51
2016-09-19,5858.73
2016-09-20,5835.2
2016-09-21,5852.39
2016-09-22,5838.32
2016-09-23,5847.79
2016-09-26,5801.37
2016-09-27,5838.96
2016-09-28,5858.44
2016-09-29,5798.37
2016-09-30,5837.5
2016-10-03,5852.99
2016-10-04,5874.6
2016-10-05,5887.19
2016-10-06,5861.62
2016-10-07,5875.66
2016-10-10,5908.15
2016-10-13,5771.08
2016-10-14,5856.59
2016-10-17,5825.45
2016-10-18,5914.75
2016-10-19,5911.15
2016-10-20,5911.86
2016-10-21,5950.27
2016-10-24,5985.51
2016-10-25,5909.65
2016-10-26,5818.89
2016-10-27,5806.77
2016-10-28,5828.48
2016-10-30,5814.3
2016-11-01,5760.82
2016-11-02,5637.43
2016-11-03,5628.7
2016-11-04,5636.5
2016-11-07,5554.27
2016-11-08,5637.1
2016-11-09,5420.75
2016-11-10,5444.85
2016-11-11,5266.41
2016-11-15,5131.6
2016-11-16,5228.07
2016-11-17,5170.53
2016-11-18,5135.74
2016-11-21,5089.16
2016-11-22,5130.54
2016-11-23,5195.88
2016-11-24,5199.58
2016-11-25,5377.27
2016-11-28,5368.75
2016-11-29,5357.57
2016-11-30,5396.86
2016-12-01,5346.71
2016-12-02,5236.44
2016-12-05,5221.67
2016-12-06,5235.12
2016-12-07,5197.38
2016-12-08,5319.98
2016-12-09,5329.82
2016-12-12,5307.69
2016-12-13,5331.83
2016-12-14,5339.01
2016-12-15,5387.69
2016-12-16,5440.78
2016-12-19,5442.2
2016-12-20,5500.13
2016-12-21,5454.51
2016-12-22,5426.04
2016-12-23,5391.34
2016-12-26,5357.55
2016-12-27,5447.48
2016-12-28,5418.64
2016-12-29,5505.17
2016-12-30,5537.7
2017-01-02,5584.77
2017-01-03,5590.13
2017-01-04,5625.87
2017-01-05,5615.25
2017-01-06,5526.46
2017-01-09,5564.83
2017-01-10,5630.46
2017-01-11,5663.08
2017-01-12,5701.03
2017-01-13,5567.42
2017-01-16,5614.37
2017-01-17,5632.17
2017-01-18,5676.21
2017-01-19,5700.33
2017-01-20,5639.85
2017-01-23,5710.05
2017-01-24,5768.03
2017-01-25,5847.86
2017-01-27,5847.67
2017-01-30,5786.54
2017-01-31,5607.05
2017-02-01,5589.06
2017-02-02,5649.78
2017-02-03,5656.37
2017-02-06,5687.82
2017-02-07,5647.18
2017-02-08,5728.69
2017-02-09,5789.51
2017-02-10,5896.55
2017-02-13,5907.88
2017-02-14,5842.46
2017-02-15,5719.05
2017-02-16,5815.28
2017-02-17,5778.94
2017-02-20,5940.02
2017-02-21,5918.21
2017-02-22,5825.63
2017-02-23,5919.34
2017-02-27,5914.1
2017-02-28,5889.51
2017-03-01,5915.03
2017-03-02,5949.69
2017-03-03,5947.72
2017-03-06,5945.17
2017-03-07,5973.98
2017-03-08,5967.01
2017-03-09,5984.48
2017-03-10,6015.24
2017-03-14,6072.77
2017-03-15,5996.53
2017-03-16,6075.04
2017-03-17,6071.47
2017-03-20,6009.22
2017-03-21,6006.76
2017-03-22,5936.21
2017-03-23,5956.78
2017-03-24,5898.54
2017-03-27,5851.98
2017-03-28,5910.05
2017-03-29,5935.89
2017-03-30,5927.4
2017-03-31,5925.07
2017-04-03,5908.76
2017-04-05,5932.49
2017-04-06,5928.37
2017-04-07,5946.46
2017-04-10,5958.36
2017-04-11,5946.98
2017-04-12,5877.47
2017-04-13,5752.54
2017-04-17,5720.97
2017-04-18,5681.9
2017-04-19,5678.05
2017-04-20,5722.82
2017-04-21,5689.96
2017-04-24,5726.51
2017-04-25,5710.19
2017-04-26,5719.39
2017-04-27,5707.52
2017-04-28,5676.31
2017-05-02,5689.32
2017-05-03,5732.78
2017-05-04,5714.95
2017-05-05,5637.82
2017-05-08,5673.44
2017-05-09,5689.01
2017-05-10,5691.98
2017-05-11,5723.02
2017-05-12,5733.73
2017-05-15,5757.13
2017-05-16,5868.25
2017-05-17,5949.82
2017-05-18,6006.87
2017-05-19,5980.36
2017-05-22,6021.68
2017-05-23,5997.75
2017-05-24,6077.12
2017-05-25,6195.35
2017-05-26,6180.37
2017-05-29,6168.61
2017-05-30,6144.07
2017-05-31,6136.59
2017-06-01,6145.97
2017-06-02,6167.25
2017-06-05,6275.74
2017-06-06,6341.06
2017-06-07,6230.94
2017-06-08,6106.92
2017-06-09,6107.59
2017-06-12,6040.11
2017-06-13,6022.07
2017-06-14,6048.75
2017-06-15,5954.11
2017-06-16,5953.28
2017-06-19,5998.32
2017-06-20,6071.75
2017-06-21,5991.39
2017-06-22,5959.85
2017-06-23,5867.3
2017-06-27,5832.54
2017-06-28,5845.24
2017-06-29,5820.64
2017-06-30,5875.99
2017-07-03,5902.85
2017-07-04,5878.93
2017-07-05,5884.45
2017-07-06,5887.92
2017-07-07,5866.13
2017-07-10,6046.18
2017-07-11,6109.86
2017-07-12,6081.05
2017-07-13,6096.81
2017-07-14,6007.03
2017-07-17,6009.94
2017-07-18,6022.91
2017-07-19,6111.86
2017-07-20,6096.85
2017-07-21,6176.19
2017-07-24,6233.38
2017-07-25,6277.7
2017-07-26,6269.83
2017-07-27,6129.85
2017-07-28,6130.64
2017-07-31,6157.2
2017-08-01,6181.68
2017-08-02,6136.49
2017-08-03,6123.94
2017-08-04,6227.38
2017-08-07,6211.73
2017-08-08,6203.78
2017-08-09,6163.66
2017-08-10,6059.47
2017-08-11,6019.62
2017-08-14,6058.41
2017-08-16,6139.56
2017-08-17,6112.78
2017-08-18,6137.66
2017-08-21,6129.33
2017-08-22,6068.06
2017-08-23,6086.02
2017-08-24,6106.4
2017-08-28,6097.09
2017-08-29,6040.14
2017-08-30,6087.06
2017-08-31,6107.94
2017-09-01,6096.45
2017-09-04,6062.65
2017-09-05,6142.1
2017-09-06,6092.31
2017-09-07,6097.71
2017-09-08,6104.93
2017-09-11,6103.83
2017-09-12,6217.86
2017-09-13,6208.75
2017-09-14,6250.22
2017-09-15,6266.77
2017-09-18,6274.79
2017-09-19,6327.01
2017-09-20,6291.23
2017-09-21,6318.8
2017-09-22,6215.41
2017-09-25,6201.14
2017-09-26,6172.29
2017-09-27,6162.86
2017-09-28,6121.4
2017-09-29,6082.95
2017-10-03,6162.35
2017-10-04,6167.46
2017-10-05,6161.29
2017-10-06,6226.67
2017-10-09,6250.07
2017-10-10,6248.65
2017-10-11,6267.79
2017-10-12,6370.91
2017-10-13,6411.0
2017-10-16,6491.13
2017-10-17,6498.88
2017-10-18,6478.07
2017-10-19,6448.97
2017-10-23,6452.69
2017-10-24,6439.57
2017-10-25,6417.0
2017-10-26,6382.33
2017-10-27,6477.24
2017-10-30,6563.75
2017-10-31,6560.05
2017-11-01,6559.1
2017-11-02,6585.07
2017-11-03,6613.97
2017-11-06,6799.08
2017-11-07,6781.49
2017-11-08,6781.12
2017-11-09,6834.31
2017-11-10,6757.65
2017-11-13,6794.37
2017-11-14,6738.97
2017-11-15,6694.84
2017-11-16,6789.34
2017-11-17,6791.08
2017-11-20,6810.38
2017-11-21,6803.47
2017-11-22,6822.81
2017-11-23,6824.95
2017-11-24,6846.64
2017-11-27,6847.75
2017-11-28,6829.53
2017-11-29,6787.64
2017-11-30,6726.0
2017-12-01,6656.0
2017-12-04,6664.76
2017-12-05,6653.86
2017-12-06,6604.93
2017-12-07,6649.05
2017-12-08,6666.3
2017-12-11,6771.57
2017-12-12,6673.03
2017-12-13,6664.12
2017-12-14,6570.65
2017-12-15,6582.42
2017-12-18,6644.46
2017-12-19,6700.27
2017-12-20,6719.77
2017-12-21,6737.03
2017-12-22,6816.01
2017-12-26,6831.57
2017-12-27,6788.87
2017-12-28,6793.36
2017-12-29,6940.93
2018-01-01,6838.23
2018-01-02,6855.41
2018-01-03,6875.57
2018-01-04,6941.24
2018-01-05,7018.21
2018-01-08,7076.86
2018-01-09,7084.28
2018-01-10,7203.73
2018-01-11,7177.49
2018-01-12,7165.4
2018-01-15,7127.77
2018-01-16,7193.27
2018-01-17,7257.92
2018-01-18,7233.81
2018-01-19,7306.29
2018-01-22,7566.06
2018-01-23,7556.42
2018-01-24,7584.38
2018-01-25,7495.1
2018-01-29,7605.36
2018-01-30,7517.38
2018-01-31,7423.37
2018-02-01,7415.05
2018-02-02,7338.71
2018-02-05,7286.17
2018-02-06,7062.62
2018-02-07,7018.47
2018-02-08,7080.09
2018-02-09,7070.61
2018-02-12,7118.5
2018-02-14,7053.36
2018-02-15,7053.65
2018-02-16,7030.79
2018-02-19,6970.64
2018-02-20,7011.75
2018-02-21,7122.24
2018-02-22,7107.01
2018-02-23,7190.83
2018-02-26,7172.9
2018-02-27,7188.32
2018-02-28,7164.7
2018-03-01,7167.8
2018-03-05,7190.03
2018-03-06,7086.08
2018-03-07,7046.39
2018-03-08,7011.84
2018-03-09,7018.31
2018-03-12,7097.56
2018-03-13,6901.75
2018-03-14,6904.69
2018-03-15,6881.26
2018-03-16,6770.58
2018-03-19,6725.69
2018-03-20,6798.86
2018-03-21,6764.44
2018-03-22,6742.66
2018-03-23,6691.92
2018-03-26,6740.69
2018-03-27,6802.41
2018-03-28,6769.69
2018-04-02,6923.85
2018-04-03,6945.72
2018-04-04,6919.13
2018-04-05,7042.4
2018-04-06,7063.21
2018-04-09,7032.64
2018-04-10,7049.83
2018-04-11,7177.26
2018-04-12,7346.61
2018-04-13,7372.08
2018-04-16,7377.13
2018-04-17,7365.33
2018-04-18,7346.74
2018-04-19,7390.03
2018-04-20,7673.47
2018-04-23,7691.12
2018-04-24,7644.26
2018-04-25,7738.88
2018-04-26,7834.27
2018-04-27,7739.69
2018-04-30,7888.0
2018-05-02,7796.37
2018-05-03,7755.94
2018-05-04,7744.6
2018-05-07,7691.69
2018-05-08,7708.03
2018-05-09,7810.66
2018-05-10,7709.15
2018-05-11,7720.63
2018-05-14,7624.49
2018-05-15,7663.16
2018-05-16,7675.74
2018-05-17,7682.88
2018-05-18,7638.6
2018-05-21,7662.19
2018-05-22,7621.59
2018-05-23,7574.66
2018-05-24,7681.9
2018-05-25,7713.07
2018-05-28,7631.76
2018-05-29,7640.7
2018-05-30,7618.52
2018-05-31,7587.3
2018-06-01,7545.13
2018-06-04,7553.94
2018-06-05,7474.64
2018-06-06,7544.88
2018-06-07,7612.11
2018-06-08,7663.44
2018-06-11,7662.33
2018-06-12,7744.85
2018-06-13,7861.52
2018-06-14,7751.95
2018-06-15,7881.15
2018-06-18,7850.74
2018-06-19,7806.23
2018-06-20,7812.96
2018-06-21,7786.69
2018-06-22,7776.44
2018-06-25,7743.89
2018-06-26,7802.89
2018-06-27,7785.71
2018-06-28,7686.96
2018-06-29,7776.7
2018-07-02,7779.73
2018-07-03,7869.92
2018-07-04,7837.75
2018-07-05,7813.71
2018-07-06,7923.73
2018-07-09,7860.11
2018-07-10,7865.13
2018-07-11,8117.25
2018-07-12,8081.83
2018-07-13,8118.27
2018-07-16,8055.64
2018-07-17,8151.52
2018-07-18,8093.89
2018-07-19,8044.19
2018-07-20,8089.98
2018-07-23,8151.53
2018-07-24,8154.21
2018-07-25,8112.94
2018-07-26,8063.48
2018-07-27,8067.61
2018-07-30,8083.12
2018-07-31,8088.29
2018-08-01,8182.43
2018-08-02,8093.5
2018-08-03,8177.81
2018-08-06,8145.89
2018-08-07,8138.36
2018-08-08,8177.65
2018-08-09,8182.88
2018-08-10,8208.86
2018-08-13,8216.55
2018-08-14,8241.79
2018-08-16,8246.03
2018-08-17,8312.48
2018-08-20,8337.07
2018-08-21,8345.76
2018-08-23,8349.42
2018-08-24,8355.15
2018-08-27,8414.75
2018-08-28,8473.49
2018-08-29,8492.47
2018-08-30,8530.22
2018-08-31,8542.07
2018-09-03,8481.17
2018-09-04,8544.2
2018-09-05,8481.08
2018-09-06,8485.14
2018-09-07,8541.84
2018-09-10,8516.72
2018-09-11,8349.1
2018-09-12,8352.23
2018-09-14,8461.93
2018-09-17,8464.01
2018-09-18,8412.56
2018-09-19,8438.56
2018-09-21,8476.45
2018-09-24,8682.94
2018-09-25,8641.05
2018-09-26,8519.99
2018-09-27,8623.19
2018-09-28,8564.73
2018-10-01,8781.64
2018-10-03,8495.02
2018-10-04,8186.42
2018-10-05,8257.24
2018-10-08,8159.49
2018-10-09,8099.43
2018-10-10,8039.93
2018-10-11,7799.74
2018-10-12,7691.01
2018-10-15,7781.7
2018-10-16,7844.13
2018-10-17,7704.19
2018-10-19,7628.44
2018-10-22,7571.36
2018-10-23,7411.64
2018-10-24,7441.93
2018-10-25,7438.23
2018-10-26,7302.8
2018-10-29,7582.78
2018-10-30,7650.09
2018-10-31,7778.97
2018-11-01,7784.4
2018-11-02,7777.2
2018-11-05,7704.86
2018-11-06,7813.54
2018-11-07,7854.42
2018-11-09,7754.89
2018-11-12,7784.72
2018-11-13,7840.68
2018-11-14,7687.58
2018-11-15,7690.8
2018-11-16,7721.71
2018-11-19,7790.69
2018-11-20,7692.03
2018-11-21,7504.76
2018-11-22,7481.15
2018-11-26,7572.95
2018-11-27,7684.35
2018-11-28,7935.89
2018-11-29,7900.87
2018-11-30,7907.89
2018-12-03,7978.2
2018-12-04,8046.89
2018-12-05,7998.16
2018-12-06,7916.42
2018-12-07,7928.91
2018-12-10,7829.33
2018-12-11,7937.05
2018-12-12,8034.81
2018-12-13,7947.9
2018-12-14,7966.12
2018-12-17,8002.75
2018-12-18,7986.98
2018-12-19,7936.0
2018-12-20,7897.4
2018-12-21,7702.93
2018-12-24,7735.83
2018-12-26,7650.88
2018-12-27,7698.13
2018-12-28,7705.24
2018-12-31,7712.66
2019-01-01,7735.12
2019-01-02,7747.28
2019-01-03,7660.25
2019-01-04,7611.63
2019-01-07,7692.05
2019-01-08,7695.56
2019-01-09,7673.37
2019-01-10,7697.33
2019-01-11,7543.6
2019-01-14,7458.78
2019-01-15,7629.5
2019-01-16,7635.42
2019-01-17,7710.12
2019-01-18,7718.59
2019-01-21,7737.62
2019-01-22,7718.67
2019-01-23,7629.46
2019-01-24,7689.15
2019-01-25,7724.26
2019-01-28,7789.48
2019-01-29,7872.15
2019-01-30,7892.34
2019-01-31,8039.19
2019-02-01,8084.58
2019-02-04,8153.2
2019-02-05,8131.92
2019-02-06,8223.53
2019-02-07,8260.99
2019-02-08,8093.69
2019-02-11,8105.6
2019-02-12,8075.31
2019-02-13,8104.78
2019-02-14,8056.81
2019-02-15,8000.43
2019-02-18,7811.59
2019-02-19,7645.7
2019-02-20,7703.4
2019-02-21,7734.37
2019-02-22,7778.08
2019-02-25,7952.15
2019-02-26,8108.02
2019-02-27,8137.61
2019-02-28,7934.99
2019-03-01,7993.38
2019-03-05,8045.66
2019-03-06,8084.41
2019-03-07,8116.69
2019-03-08,8118.17
2019-03-11,8138.92
2019-03-12,8168.71
2019-03-13,8115.71
2019-03-14,8076.13
2019-03-15,8233.67
2019-03-18,8201.13
2019-03-19,8211.65
2019-03-20,8159.62
2019-03-22,8121.99
2019-03-25,8040.16
2019-03-26,8062.89
2019-03-27,8015.34
2019-03-28,8113.49
2019-03-29,8154.39
2019-04-01,8268.79
2019-04-02,8437.01
2019-04-03,8415.8
2019-04-04,8239.59
2019-04-05,8356.24
2019-04-08,8407.96
2019-04-09,8472.84
